count	volume	first_ref	form	gloss
2	BOM	BOM alma 12:36	בַּמְּרִיבָה	in the last
2	BOM/NT	BOM alma 14:6	מִשְׁתּוֹמֵם	was astonished
2	BOM/NT	BOM alma 14:7	לִרְגֹּם	to cast stones
2	BOM/D&C	BOM alma 15:3	בּוֹעֵר	burning heat
2	BOM	BOM alma 16:5	בְּיָדְעָם	knowing
2	BOM/D&C	BOM alma 17:5	בְּמַסְעוֹתֵיהֶם	in their journeyings
2	BOM	BOM alma 17:6	בְּהִפָּרְדָם	having departed
2	BOM/D&C	BOM alma 19:27	לְיַסְּרָם	to afflict them
2	BOM	BOM alma 21:14	וַיַּלְבִּישׁוּם	and clothed
2	BOM	BOM alma 21:16	הוֹבִילָם	led by
2	BOM	BOM alma 22:14	וְעֹקֶץ	and that the sting of
2	BOM	BOM alma 24:15	זֹהֲרִים	bright
2	BOM	BOM alma 26:31	נַבִּיט	we can look forth
2	BOM	BOM alma 26:34	וּמִשִּׂנְאָתָם	and of their hatred
2	BOM/NT	BOM alma 27:24	מֵהוֹנָם	a portion of their substance
2	BOM	BOM alma 27:29	בְּיִסּוּרִים	in sufferings
2	BOM	BOM alma 32:16	נֶאֱנַס	compelled
2	BOM	BOM alma 32:27	לַחְפֹּץ	desire
2	BOM/NT	BOM alma 32:28	נְדַמֶּה	we will compare
2	BOM/D&C	BOM alma 32:34	לְהִתְרַחֵב	to expand
2	BOM	BOM alma 32:37	תְּטַפְּחוּהוּ	you nourish it
2	BOM	BOM alma 32:40	בְּקַוּוֹתְכֶם	looking forward
2	BOM/NT	BOM alma 34:16	חָשׂוּף	is exposed
2	BOM	BOM alma 34:35	דְּחִיתֶם	you have procrastinated
2	BOM	BOM alma 36:14	הוֹבַלְתִּים	led them away
2	BOM	BOM alma 37:5	אֶת־זׇהֳרָם	their brightness
2	BOM	BOM alma 40:23	תּוּשַׁב	shall be restored
2	BOM/NT	BOM alma 40:23	וְהַשָּׁלֵם	and perfect
2	BOM	BOM alma 41:13	שֵׁדִי	devilish
2	BOM	BOM alma 42:10	וְשֵׁדִיִּים	and devilish
2	BOM	BOM alma 42:26	אׇבְדָנָם	their destruction
2	BOM	BOM alma 43:30	וּקְהִלָּתָם	and their church
2	BOM	BOM alma 43:44	וּמְצַוָּם	and commander
2	BOM	BOM alma 43:48	וַיְעוֹרֵר	and inspired
2	BOM	BOM alma 43:54	מִשְּׁפֹךְ	shedding
2	BOM	BOM alma 47:2	וְגַם־יָרְאוּ	and also they feared
2	BOM	BOM alma 48:18	כְּאַלְמָא	like unto Alma
2	BOM	BOM alma 49:5	תְּמִיהָה	with an astonishment
2	BOM	BOM alma 49:22	בְּנַסּוֹתָם	in these attempts
2	BOM	BOM alma 51:32	הֵצִיקוּ	they did harass
2	BOM	BOM alma 51:33	עֲיֵפוּתָם	their much fatigue
2	BOM	BOM alma 53:6	אֶת־שְׁבוּיָיו	its captives
2	BOM	BOM alma 54:11	אַחֲלִיף	I will exchange
2	BOM	BOM alma 55:14	נִשְׁתַּכְּרוּ	they were drunken
2	BOM/D&C	BOM alma 55:31	לְהִלָּכֵד	be taken
2	BOM/D&C	BOM alma 57:3	לְהַחֲלִיף	exchange
2	BOM	BOM alma 57:11	מִמַּשְׁעָנָם	from their support
2	BOM	BOM alma 57:13	שְׁבוּיֵינוּ	our prisoners
2	BOM	BOM alma 57:16	בַּמָּצוֹק	in the critical circumstances
2	BOM/NT	BOM alma 57:16	לַחֲרֹץ	to determine
2	BOM	BOM alma 57:34	לְהַשִּׂיגָם	overtake them
2	BOM/NT	BOM alma 58:27	וַנַּגִּיעַ	and we did arrive
2	BOM/NT	BOM alma 60:9	מְנַעְתֶּם	you have withheld
2	BOM	BOM alma 62:29	הוּקַל	were relieved
2	BOM	BOM ether 8:19	בְּקִשְׁרֵי	in combinations of
2	BOM	BOM ether 8:21	לְהַשְׁמָדַת	the destruction of
2	BOM	BOM ether 10:19	גַם־לִיב	also Lib
2	BOM/PGP	BOM ether 11:20	גַם־כֵּן	also
2	BOM/D&C	BOM ether 12:26	יִתְלוֹצְצוּ	they shall take advantage
2	BOM	BOM ether 14:25	לְאׇבְדָנָם	for their destruction
2	BOM/D&C	BOM helaman 5:49	כִּשְׁלֹשׁ	as three
2	BOM	BOM helaman 6:1	חׇזְקָם	their firmness
2	BOM	BOM helaman 7:22	תִּלָּקַחְנָה	they shall be taken
2	BOM/D&C	BOM helaman 8:5	תִלָּקַחְנָה	they shall be taken
2	BOM/D&C	BOM helaman 8:6	לִשְׁלֹט	to rule
2	BOM/PGP	BOM helaman 12:8	לְהֵחָלֵק	to be divided
2	BOM	BOM helaman 13:32	וְהַשְׁחָתַתְכֶם	and your destruction
2	BOM	BOM helaman 13:33	עׇשְׁרֵנוּ	our riches
2	BOM/NT	BOM jacob 1:2	אֶגַּע	should I touch
2	BOM	BOM jacob 2:3	שׁוֹקֵד	diligent
2	BOM	BOM jacob 5:49	יַכְבִּידוּ	they shall cumber
2	BOM	BOM jacob 6:10	תִכְבֶּינָה	shall be quenched
2	BOM/D&C	BOM jarom 1:4	חִבּוּר	communion
2	BOM/D&C	BOM mormon 1:4	תַּנִּיחַ	you shall leave
2	BOM	BOM mormon 5:7	בִּמְנוּסָתָם	in their flight
2	BOM	BOM mormon 8:24	לְהַרְעִישׁ	cause to shake
2	BOM	BOM mormon 9:3	בְּהַכִּירְכֶם	under a consciousness of
2	BOM/NT	BOM mormon 9:24	יַזִּיקֵם	shall it hurt them
2	BOM/D&C	BOM mormon 9:36	הֲשָׁבָתָם	their restoration
2	BOM/PGP	BOM moroni 7:27	לִתְבֹּעַ	to claim
2	BOM/NT	BOM moroni 7:28	תּוֹבֵעַ	claims
2	BOM/NT	BOM moroni 9:14	נְצַפֶּה	can we expect
2	BOM	BOM moroni 9:21	לְהַפְגִּיעַ	recommend
2	BOM	BOM moroni 10:4	אֲמִתָּתָם	the truth of it
2	BOM	BOM mosiah 2:41	גַּם־בְּגוּף	both in body
2	BOM	BOM mosiah 7:21	וּבְנִכְלָיו	and by his craftiness
2	BOM/PGP	BOM mosiah 9:0	כב	22
2	BOM/NT	BOM mosiah 11:12	לְהַשְׁקִיף	look over
2	BOM	BOM mosiah 12:5	עַל־גַּבָּם	upon their backs
2	BOM	BOM mosiah 12:19	לְהַאֲשִׁימוֹ	to accuse him
2	BOM	BOM mosiah 16:11	לִתְקוּמַת	to the resurrection of
2	BOM/D&C	BOM mosiah 18:13	מַטְבִּילְךָ	baptize you
2	BOM	BOM mosiah 18:29	גַּם־בְּצָרְכֵי	both in the needs of
2	BOM/D&C	BOM mosiah 24:4	לְהִלָּמֵד	to be taught
2	BOM/NT	BOM mosiah 27:19	וַיּוֹבִילֻהוּ	and carried
2	BOM/NT	BOM mosiah 29:10	וְנַבִּיטָה	and look
2	BOM	BOM mosiah 29:40	הֶחֱשִׁיבוּהוּ	they esteemed him
2	OT	OT 1ch 12:41	דְּבֵלִים	cakes-of-figs
2	OT	OT 1ch 16:3	וַאֲשִׁישָׁה	and-a-cake-of-raisins
2	OT	OT 1ki 7:6	וְעָב	and a thick beam
2	OT	OT 1ki 7:28	הַשְׁלַבִּים	the cross bars
2	OT	OT 1ki 10:11	אַלְמֻגִּים	almug
2	OT	OT 1ki 17:12	מָעוֹג	is food
2	OT	OT 1ki 19:4	רֹתֶם	a broom plant
2	OT	OT 1ki 22:22	וְגַם־תּוּכׇל	and also you will prevail
2	OT	OT 1ki 22:25	לְהֵחָבֵה	to hide thyself
2	OT	OT 1sa 25:18	צִמֻּקִים	clusters-of-raisins
2	OT	OT 2ki 19:28	וּמִתְגִּי	and my bridle
2	OT	OT 2ki 20:7	דְּבֶלֶת	a cake of
2	OT	OT 2ki 25:12	וּלְיֹגְבִים	and to plowmen
2	OT/NT	OT 2sa 2:7	וְגַם־אֹתִי	and-also-me
2	OT	OT 2sa 3:19	גַּם־אַבְנֵר	also-Abner
2	OT	OT 2sa 13:8	אֶת־הַבָּצֵק	flour
2	OT/NT	OT 2sa 17:23	וַיֵּחָנַק	and-strangled-himself
2	OT	OT 2sa 19:5	לָאַט	covered
2	OT	OT 2sa 22:17	יַמְשֵׁנִי	he-drew-me-out
2	OT	OT amo 4:9	הַגָּזָם	the palmerworm
2	OT	OT deu 5:6	עֲבָדִ͏ים	servants
2	OT	OT deu 5:7	עַל־פָּנָ͏ַי	before Me
2	OT	OT deu 5:8	מִתָּ͏ַחַת	beneath
2	OT	OT deu 5:17	תִּֿרְצָ͏ח	you shall kill
2	OT	OT deu 5:17	תִּֿנְאָ͏ף	you shall commit adultery
2	OT	OT deu 14:7	וְאֶת־הָאַרְנֶבֶת	and the hare
2	OT	OT deu 14:15	וְאֶת־הַשָּׁחַף	and the gull
2	OT	OT deu 23:3	מַמְזֵר	a bastard
2	OT	OT deu 27:2	וְשַׂדְתָּ	and you will whitewash
2	OT	OT deu 27:2	בַּשִּׂיד	with the lime
2	OT	OT deu 28:5	טַנְאֲךָ	your basket
2	OT	OT deu 32:24	רֶשֶׁף	plague
2	OT	OT ecc 2:24	גַּם־זֹה	also this
2	OT	OT exo 22:5	גָּדִישׁ	the stacks of corn
2	OT	OT exo 26:17	מְשֻׁלָּבֹת	set in order
2	OT	OT exo 27:8	נְבוּב	hollow
2	OT	OT exo 28:19	וְאַחְלָמָה	and an amethyst
2	OT	OT exo 28:28	וְלֹא־יִזַּח	and be not loosed
2	OT	OT exo 35:22	וְכוּמָז	and ornaments
2	OT	OT exo 35:25	טָווּ	they spun
2	OT	OT exo 38:3	אֶת־הַמִּזְלָגֹת	the forks
2	OT	OT eze 8:10	מְחֻקֶּה	traced
2	OT	OT eze 18:2	בֹסֶר	sour grapes
2	OT	OT eze 20:43	וּנְקֹטֹתֶם	and you will loathe
2	OT	OT eze 21:14	הוּחַדָּה	it has been sharpened
2	OT	OT eze 32:13	תִדְלָחֵם	it will make turbid them
2	OT	OT eze 34:20	רָזָה	lean
2	OT	OT eze 38:9	וְכׇל־אֲגַפֶּיךָ	and all your troops
2	OT/PGP	OT gen 3:7	וַיִּתְפְּרוּ	and they sewed together
2	OT/PGP	OT gen 3:14	עַל־גְּחֹנְךָ	on your belly
2	OT/PGP	OT gen 3:15	יְשׁוּפְךָ	shall bruise
2	OT/PGP	OT gen 3:15	תְּשׁוּפֶנּוּ	shall bruise His
2	OT	OT gen 24:25	גַּם־מִסְפּוֹא	also fodder
2	OT	OT gen 29:33	גַּם־אֶת־זֶה	also this
2	OT	OT gen 30:35	וְכׇל־חוּם	and all dark
2	OT	OT gen 37:25	נְכֹאת	spice
2	OT	OT gen 42:27	מִסְפּוֹא	fodder
2	OT	OT gen 49:19	יְגוּדֶנּוּ	shall overcome him
2	OT/NT	OT gen 50:2	לַחֲנֹט	to embalm
2	OT	OT gen 50:2	וַיַּחַנְטוּ	and they embalmed
2	OT	OT hab 2:5	יָהִיר	arrogant
2	OT	OT hab 2:6	וּמְלִיצָה	and a taunting proverb
2	OT	OT hos 5:13	מָזוֹר	the wound
2	OT	OT hos 7:4	בָּצֵק	dough
2	OT	OT hos 9:6	קִמּוֹשׂ	nettles
2	OT	OT hos 10:4	תַּלְמֵי	the furrows of
2	OT/NT	OT isa 1:22	מָהוּל	mixed
2	OT	OT isa 24:11	צְוָחָה	there-is-a-crying
2	OT	OT isa 28:25	וְכַמֹּן	and-the-cummin
2	OT/NT	OT isa 40:4	וְהָרְכָסִים	and-the-rough-places
2	OT	OT isa 41:19	תִּדְהָר	maple
2	OT	OT isa 55:12	יִמְחֲאוּ־כָף	shall-clap-their-hands
2	OT/NT	OT isa 57:6	גַּם־לָהֶם	even-to-them
2	OT	OT isa 58:6	חַרְצֻבּוֹת	the-chains-of
2	OT/D&C	OT isa 64:1	הֲמָסִים	brushwood
2	OT	OT jdg 11:40	לְתַנּוֹת	to lament
2	OT	OT jer 5:17	בָּהֵנָּה	in them
2	OT	OT jer 10:15	תַּעְתֻּעִים	delusion
2	OT/D&C	OT jer 14:9	נִדְהָם	surprised
2	OT	OT jer 52:21	נָבוּב	hollow
2	OT	OT job 1:20	וַיָּגׇז	and shaved
2	OT	OT job 9:17	יְשׁוּפֵנִי	he breaks me
2	OT	OT job 10:15	אַלְלַי	woe
2	OT	OT job 16:10	פָּעֲרוּ	they have gaped
2	OT	OT job 16:20	דָּלְפָה	pours out tears
2	OT	OT job 20:9	שְׁזָפַתּוּ	which saw him
2	OT	OT job 28:26	לַחֲזִיז	for the lightning of
2	OT	OT job 30:4	רְתָמִים	juniper
2	OT	OT job 30:7	חָרוּל	nettles
2	OT	OT job 31:38	תְּלָמֶיהָ	its furrows
2	OT	OT job 36:28	יִרְעֲפוּ	and drop
2	OT	OT jon 1:11	וְיִשְׁתֹּק	so it may be calm
2	OT/NT	OT jon 2:7	לְקִצְבֵי	to extremities of
2	OT/NT	OT jos 5:13	הֲלָנוּ	is it for us
2	OT	OT lev 2:2	קֻמְצוֹ	his handful
2	OT	OT lev 6:14	מֻרְבֶּכֶת	mixed dough
2	OT	OT lev 13:30	צָהֹב	yellow
2	OT	OT lev 21:18	שָׂרוּעַ	having something enlarged
2	OT	OT lev 21:20	יַלֶּפֶת	scabs
2	OT	OT mic 1:4	כַּדּוֹנַג	like the wax
2	OT	OT num 5:19	שָׂטִית	you have strayed
2	OT	OT num 24:3	שְׁתֻם	opened of
2	OT	OT num 34:7	תְּתָאוּ	you will mark out
2	OT/NT	OT pro 4:15	שְׂטֵה	stray
2	OT	OT pro 7:16	מַרְבַדִּים	coverings
2	OT	OT pro 17:4	הַוֺּת	mischievous
2	OT	OT pro 18:1	יִתְגַּלָּע	he intermeddles
2	OT	OT pro 23:6	וְאַל־תִּתְאָו	and desire not
2	OT	OT psa 68:16	גַּבְנֻנִּים	peaks
2	OT/NT	OT psa 95:10	אָקוּט	was I grieved
2	OT/NT	OT psa 106:43	וַיָּמֹכּוּ	and were brought low
2	OT	OT psa 119:40	תָּאַבְתִּי	I long
2	OT	OT sos 4:1	שֶׁגָּלְשׁוּ	that have descended
2	OT/NT	OT sos 5:6	חָמַק	he had turned away
2	OT/NT	OT zec 11:14	אֶת־הָאַחֲוָה	the brotherhood
2	NT	NT 1co 1:13	נִטְבַּלְתֶּם	were-you-baptized
2	NT	NT 1co 1:18	הַצְּלוּב	the-cross
2	NT	NT 1co 1:23	הַצָּלוּב	crucified
2	NT	NT 1co 1:26	אֶת־קְרִיאַתְכֶם	your-calling
2	NT	NT 1co 4:12	מְחָרְפִים	they-persecute
2	NT	NT 1co 5:6	אֶת־כׇּל־הָעִסָּה	the-whole-lump
2	NT	NT 1co 6:7	עוֹלְבִים	wrong
2	NT	NT 1co 6:10	הַמְגַדְּפִים	revilers
2	NT	NT 1co 6:20	נִקְנֵיתֶם	you-are-bought
2	NT	NT 1co 7:20	שֶׁמִּתּוֹכָהּ	wherein
2	NT	NT 1co 7:37	מֻכְרָח	necessity
2	NT	NT 1co 7:39	מֻתֶּרֶת	at-liberty-is
2	NT/D&C	NT 1co 9:18	הִשְׁתַּמֵּשׁ	I-use
2	NT	NT 1co 10:22	לְהַקְנִיא	to-provoke-to-jealousy
2	NT	NT 1co 11:19	שֶׁבָּכֶם	among-you
2	NT	NT 1co 11:20	סְעוּדָתוֹ	the-supper
2	NT	NT 1co 11:21	בְּשַׁעַת	at-the-time-of
2	NT	NT 1co 12:22	אֲנוּ	we
2	NT	NT 1co 12:31	הִשְׁתַּדְּלוּ	covet-earnestly
2	NT	NT 1co 14:11	כְלֹעֵז	a-barbarian
2	NT	NT 1co 14:22	לִמְחֻסְּרֵי	to-them-that-lack
2	NT	NT 1co 14:23	הֶדְיוֹטוֹת	those-unlearned
2	NT	NT 1co 15:27	הוּשַׁת	are-put
2	NT	NT 1jn 1:6	וְנִתְהַלֵּךְ	and-walk
2	NT	NT 1jn 2:13	הִכַּרְתֶּם	you-have-known
2	NT	NT 1pe 1:23	בַּמַּאֲמָר	by-the-word
2	NT	NT 1pe 2:11	אַזְהִירְכֶם	I-beseech-you
2	NT	NT 1pe 2:20	וּסְבַלְתֶּם	and-you-endure
2	NT	NT 1pe 5:1	וְגַם־חָבֵר	and-also-a-partaker
2	NT	NT 1th 2:2	גַּם־לָכֶם	also-to-you
2	NT	NT 1th 3:10	וּלְהַשְׁלִים	and-might-perfect
2	NT	NT 1th 5:1	וְהַזְּמַנִּים	and-the-seasons
2	NT	NT 1ti 1:15	לְהִתְקַבֵּל	acceptation
2	NT	NT 1ti 3:5	לְהַשְׁגִּיחַ	take-care-of
2	NT	NT 1ti 3:6	הַמַּשְׂטִין	the-accuser
2	NT	NT 1ti 3:10	יְשַׁמְּשׁוּ	let-them-use-the-office
2	NT	NT 2co 1:5	נֶחָמָתֵנוּ	our-consolation
2	NT	NT 2co 2:16	לְכָךְ	for-these-things
2	NT	NT 2co 6:5	בִּשְׁקִידוֹת	in-watchings
2	NT	NT 2co 9:6	בְּצִמְצוּם	sparingly
2	NT/D&C	NT 2co 11:4	וְיַכְרִיז	preacheth
2	NT	NT 2co 12:17	הוֹנֵיתִי	I-make-a-gain-of
2	NT	NT 2co 13:5	שֶׁיֵּשׁוּעַ	that-Jesus
2	NT	NT 2pe 3:7	שְׁמוּרִים	are-reserved
2	NT	NT 2th 1:4	שֶׁנִּתְהַלֵּל	that-we-glory
2	NT	NT 2th 1:4	סְבַלְתֶּם	you-endure
2	NT	NT 2ti 3:3	וּמַלְשִׁינִים	false-accusers
2	NT/D&C	NT 2ti 3:16	וּלְיַשֵּׁר	for-correction
2	NT	NT acts 2:36	צְלַבְתֶּם	you have crucified,
2	NT	NT acts 2:40	וַיַּזְהִירֵם	and warned them,
2	NT	NT acts 8:11	בִּכְשָׁפָיו	with-sorceries
2	NT	NT acts 8:19	גַם־לִי	me-also
2	NT	NT acts 9:25	וַיּוֹרִידֻהוּ	and-let-him-down
2	NT	NT acts 10:14	כׇּל־פִּגּוּל	any-thing-that-is-common
2	NT	NT acts 13:15	קְרִיאַת	the-reading-of
2	NT	NT acts 13:35	גַּם־בְּמָקוֹם	also-in-psalm
2	NT	NT acts 13:50	וַיְעוֹרֲרוּ	and-raised
2	NT	NT acts 17:28	וְקַיָּמִים	and-have-our-being;
2	NT	NT acts 19:8	כִּשְׁלשָׁה	for-the-space-of-three
2	NT/PGP	NT acts 19:10	כִּשְׁנָתַיִם	by-the-space-of-two-years
2	NT	NT acts 20:16	הִצְטָרֵךְ	need
2	NT	NT acts 22:22	שֶׁיִּחְיֶה	that-he-should-live.
2	NT	NT acts 23:30	מִתְנַכְּלִים	laid-wait
2	NT	NT acts 23:30	שִׂטְנָתָם	what-they-had-against-him
2	NT	NT acts 24:10	מִצְטַדֵּק	answer-for-myself
2	NT	NT acts 27:29	עוֹגִינִים	anchors
2	NT	NT col 1:9	רוּחָנִית	spiritual(f)
2	NT/PGP	NT col 4:3	הַדִּבּוּר	utterance
2	NT	NT eph 1:16	בְּהַזְכִּירִי	in-my-remembering
2	NT	NT eph 4:29	נִבּוּל	corrupt-speech
2	NT	NT gal 2:17	לְהִצָּדֵק	to-be-justified
2	NT/D&C	NT gal 2:20	נִצְלַבְתִּי	was-crucified(I)
2	NT/D&C	NT gal 4:2	הַמְיֻעָד	the-appointed
2	NT	NT gal 5:4	הַמִּצְטַדְּקִים	the-self-justifying
2	NT	NT heb 3:6	שֶׁנַּחֲזִיק	that-we-shall-hold-fast
2	NT	NT heb 4:14	בְּהוֹדָאַת	the-profession-of
2	NT/D&C	NT heb 6:6	חָזְרוּ	they-crucify
2	NT	NT heb 9:23	שֶׁיִּטָּהֲרוּ	be-purified
2	NT	NT john 5:5	שְׁלשִׁים	thirty
2	NT	NT john 7:16	לֹא־שֶׁלִּי	is not mine,
2	NT	NT john 7:31	הֲַגַם	will he indeed
2	NT	NT john 7:34	תִמְצָאֻנְנִי	shall not find me:
2	NT	NT john 8:6	וַיִּתְכּוֹפֵף	But stooped down,
2	NT	NT john 9:6	וַיִּמְרַח	and he anointed
2	NT	NT john 11:2	בְּשַׂעֲרוֹתֶיהָ	with her hair,
2	NT	NT john 13:17	בַּעֲשֹׁוֹתְכֶם	if you do
2	NT	NT john 18:32	לִרְמֹז	signifying
2	NT	NT john 19:19	עַל־הַצְּלוּב	on the cross.
2	NT	NT john 19:32	הַנִּצְלָבִים	which was crucified
2	NT	NT john 20:5	אֶת־הַתַּכְרִיכִין	the linen clothes
2	NT	NT luke 5:36	מַטְלִית	a patch
2	NT	NT luke 6:5	גַּם־אֲדוֹן	is also lord of
2	NT	NT luke 7:32	רִקַּדְתֶּם	dance;
2	NT	NT luke 8:7	וַיְמָעֲכֻהוּ	and choked it.
2	NT	NT luke 8:33	בַּחֲזִירִים	into the swine,
2	NT/D&C	NT luke 10:7	הַפּוֹעֵל	the laborer
2	NT	NT luke 10:35	דִינָרִים	pence,
2	NT	NT luke 11:17	הַנֶּחֱלָקָה	divided
2	NT	NT luke 11:32	וְהִרְשִׁיעֻהוּ	and shall condemn it:
2	NT	NT luke 11:42	אֶת־הַמִּנְתָּא	mint
2	NT	NT luke 12:7	גַּם־שַׂעֲרוֹת	even the hairs of
2	NT	NT luke 12:7	יְקַרְתֶּם	you are of more value
2	NT	NT luke 12:11	תִּצְטַדְּקוּ	or what thing
2	NT	NT luke 12:46	וִישַׁסֵּף	and will cut in sunder
2	NT	NT luke 13:19	בַּעֲנָפָיו	in the branches of it.
2	NT	NT luke 17:6	הַחַרְדָּל	of mustard seed,
2	NT/D&C	NT luke 18:11	וְהַנֹּאֲפִים	adulterers,
2	NT	NT luke 20:46	טַלִּית	robes,
2	NT	NT luke 21:2	פְרוּטוֹת	mites.
2	NT	NT luke 22:64	וַיְחַפּוּ	And when they had blindfolded
2	NT	NT luke 23:16	וְאַתִּירֶנּוּ	and release him.
2	NT	NT luke 24:20	וַיִּצְלְבֻהוּ	and have crucified him.
2	NT	NT mark 7:11	נֶהֱנֶה	you might be profited
2	NT	NT mark 9:45	לְגֵיהִנֹּם	into hell,
2	NT	NT mark 12:24	טֹעִים	err
2	NT	NT mark 13:9	לְסַנְהֶדְרִיּוֹת	to councils;
2	NT	NT mark 15:20	הִתְלוֹצֲצָם	they had mocked
2	NT	NT mark 15:21	וַיֶּאֶנְסוּ	they compel
2	NT	NT mark 16:13	וְגַם־לָהֶם	and them also
2	NT	NT matt 4:25	הֲמֹנִים	great
2	NT/D&C	NT matt 5:18	יְקֻיַּם	shall be fulfilled
2	NT	NT matt 5:29	מֵאֵבָרֶיךָ	of your members
2	NT	NT matt 9:11	רַבְּכֶם	your Master
2	NT	NT matt 20:6	בִּשְׁעַת	at the hour of
2	NT/D&C	NT matt 23:32	סְאַת	the measure of
2	NT	NT matt 25:15	יְכׇלְתּוֹ	his several ability;
2	NT/D&C	NT php 2:8	הַצְּלִיבָה	the-cross
2	NT	NT rev 5:2	אֶת־חוֹתָמָיו	the-seals-thereof
2	NT/D&C	NT rev 14:4	נִקְנוּ	were-redeemed
2	NT/PGP	NT rev 14:17	וְגַם־לוֹ	he-also-having
2	NT	NT rev 19:7	חֲתֻנַּת	the-marriage-of
2	NT	NT rev 20:9	הַחֲבִיבָה	beloved
2	NT	NT rom 3:30	הַמַּצְדִּיק	which-shall-justify
2	NT/PGP	NT rom 9:6	שֶׁנָּפַל	hath-failed
2	NT	NT rom 9:18	שֶׁיַּחְפֹּץ	he-will
2	NT	NT rom 11:18	עַל־הָעֲנָפִים	against-the-branches
2	NT/D&C	NT rom 14:15	אַחֲוָה	charity
2	NT/D&C	NT rom 16:2	תְּקַבְּלוּהָ	you-receive-her
2	NT/PGP	NT tit 2:13	הַמְאַשֶּׁרֶת	blessed
2	D&C	D&C dc101_110 1:3	אֲקַבְּלֵם	I will own them,
2	D&C	D&C dc101_110 1:40	וּלְהִדָּרֵס	and trodden
2	D&C	D&C dc101_110 1:66	לְהִשָּׂרֵף	that they may be burned
2	D&C	D&C dc101_110 1:13	לָדוּן	to act
2	D&C	D&C dc101_110 1:30	בַּעֲשָׂרוֹת	by tens,
2	D&C	D&C dc101_110 1:40	מִלּוּי	the fulfilment of
2	D&C	D&C dc101_110 1:32	הָרוּחָנִיּוֹת	spiritual
2	D&C	D&C dc101_110 1:33	כׇּל־עִנְיָנֶיהָ	all the affairs of the same
2	D&C	D&C dc101_110 1:35	בְּהַכְרָזַת	by the proclamation of
2	D&C	D&C dc101_110 1:73	זוֹהִי	This is
2	D&C	D&C dc109 1:30	וְיִסָּחֲפוּ	and be swept away
2	D&C	D&C dc109 1:56	מִשְׂטְמוֹתֵיהֶם	their prejudices
2	D&C	D&C dc111_120 1:1	בַּפְּסוּקִים	in the verses
2	D&C	D&C dc111_120 1:3	בַּפָּסוּק	in the verse
2	D&C	D&C dc11_20 1:16	וּבְשׂוֹרָתִי	and my gospel
2	D&C	D&C dc11_20 1:9	בִּקְרִיאָתוֹ	with his calling
2	D&C	D&C dc11_20 1:32	נִסְמַכְתֶּם	were ordained
2	D&C	D&C dc11_20 1:42	וּלְהַטְבִּיל	baptize
2	D&C/PGP	D&C dc11_20 1:74	יַטְבִּיל	shall immerse
2	D&C	D&C dc121_130 1:31	וְחׇדְשֵׁיהֶם	all the appointed
2	D&C	D&C dc121_130 1:2	כְּרוּז	a proclamation
2	D&C	D&C dc121_130 1:51	וְעֻכְּבוּ	and were hindered
2	D&C	D&C dc121_130 1:70	מֵהַמְּנָיוֹת	of the stock
2	D&C	D&C dc121_130 1:7	תַּתִּירוּ	you loose
2	D&C	D&C dc121_130 1:9	יוּפַר	be annulled,
2	D&C	D&C dc131_138 1:4	הַדָּתִיּוֹת	religious
2	D&C	D&C dc131_138 1:4	לְהַעֲנִישׁ	should punish
2	D&C/PGP	D&C dc131_138 1:7	הַדָּתִית	their religious belief;
2	D&C	D&C dc131_138 1:6	הַפְּסוּקִים	the verses
2	D&C	D&C dc21_30 1:11	וּבֵינוֹ	and him
2	D&C	D&C dc41_50 1:3	וְנוֹעַדְתֶּם	and are agreed
2	D&C	D&C dc41_50 1:17	וְהַנִּשְׁלָח	and sent forth
2	D&C	D&C dc51_60 1:18	לְהַצָּלָתָם	unto their deliverance
2	D&C	D&C dc51_60 1:9	קׇדְשִׁי׃	of my holiness
2	D&C	D&C dc61_70 1:11	כּוֹעֵס	is angry
2	D&C	D&C dc61_70 1:17	הַבּוֹעֵר	that burns
2	D&C	D&C dc71_80 1:74	קִבְּלוּהָ׃	received it
2	D&C	D&C dc81_90 1:5	לְהִשָּׁלַח	to be sent forth
2	D&C	D&C dc91_100 1:7	תַּכְרִיזוּ	you shall declare
2	D&C	D&C dc_intro 1:11	אֲמִתִּיִּים	real life
2	D&C/PGP	D&C dc_intro 1:11	אֱלֹהִית	divine
2	D&C	D&C dc_intro 1:11	קִבְּלוּהָ	[received]
2	D&C	D&C dc_intro 1:15	בְּהַשְׁרָאַת	by inspiration of
2	D&C	D&C od 1:1	הַמְּרֻבִּים	plural
2	D&C	D&C od 1:1	לְהַעֲנִיק	conferring
2	PGP	PGP js_history 1:5	הִצְטָרְפוּ	united themselves
2	PGP	PGP js_history 1:6	הַמִּתְגַּיְּרִים	of the converts
2	PGP	PGP js_history 1:8	הַהִתְרַגְּשׁוּת	of great excitement
2	PGP	PGP js_history 1:8	לְהִרְהוּר	to serious reflection
2	PGP	PGP js_history 1:8	צוֹדֵק	right
2	PGP	PGP js_history 1:17	בָּאֲוִיר	in the air.
2	PGP	PGP js_history 1:18	אֵיזוֹ	which of
2	PGP	PGP js_history 1:21	הִזְדַּמְּנוּת	opportunity
2	PGP	PGP js_history 1:27	לְהַצְהִיר	to affirm
2	PGP	PGP js_history 1:36	לְצַטֵּט	quoting
2	PGP	PGP js_history 1:44	שֶׁסִּפֵּר	had been told to me
